,topic,document
4186,8,Memorial to the 7 men killed on 2nd May 1914.: In May 2008 the Friends of Hustlers Reef dedicated this memorial to the men who died in 1914. In May 2014 the Bendigo commemorated the centenary of the disaster with a community history open day.
4187,5,"Box Iron Bark Living Memorial Revegetation.: The Friends of Hustler's Reserve have worked hard to clear invasive weeds,  re-vegetate with local indigenous plants and reinforce eroded paths re-using existing materials from the site. "
4188,71,"Remains of Great Extended Hustler's Reef Gold Mine.: It's undergone a significant clean up since this photo was taken in 2013 & is considerably less spooky. Remains of foundations for boilers, compressors and sidewinders litter the Bendigo landscape."
4189,43,Gentle rise: Bendigo is spotted with mullock hills covered in light scrub. In late winter they are often ablaze in wattle gold & are always filled with native birds. The Bendigo Bird Guide is linked below.
4190,8,Memorial to Goldfield Widows.: Situated at the Eastern end of the Reserve is another memorial - this one for the 100’s of widows who lost their husbands through mining accidents or miners phthisis (silicosis). 
4191,63,Boundry Arms Hotel.: Not only does this pub have cold beer and a good feed but there is also a huge range of classic old photos of Bendigo's mining heyday available for close inspection. 
4192,6,"Beautiful Houses and Incredible Views.: Extend your walk out of the Reserve to follow the curve of Moore St, and see beautiful old homes and clear views of Bendigo. If you're able, head into town to climb the Poppet Head in Rosalind Park."
4193,1,Paper Plane Crash Site.: Someone crashed a huge iron paper plane  into their front yard! The sculpture is a local novelty. No photo out of interest for the homeowner's privacy but I do recommend a look - kids will love it!
4194,8,Remember - Frederick James Chinn.: Born in Bendigo in 1888 he was the eighth child of Annie Yates and James Chinn. Frederick was 26 years old and unmarried. He was buried at Kangaroo Flat Cemetery and his headstone can still be viewed.
4195,8,Remember - William Ryan.: Also 26 and unmarried he left behind his parents John and Jessie.
4196,8,Remember - William Crowther Blair.: The oldest of those killed in the blast. Born in Ballarat he was forty years old when the explosion widowed his wife Catherine and three children.
4197,58,"Remember - Matthew George Forster.: At 28 Matthew left behind his wife Maud with two children. Although she remarried two years later and moved to Collingwood, she eventually returned to Bendigo to be buried with Matthew."
4198,8,Remember - Herbert John Thomas.: At 30 Herbert was 8 years younger than his father John when he was also killed in an  explosion at Hustler's. Herbert was 15 & had 4 siblings.His wife Ethel was left with 3 children when he died.
4199,8,Remember - Leslie Duncan Martin.: Leslie was 23 and the youngest of those killed. He was buried with his older brother Murdock who had been killed nine years earlier aged just 18 at the Clarence United Mine. 
4200,8,"Remember - John Henry Campbell.: The explosion left 31 year old John's wife widowed with two children and after his death, she delivered their daughter Ida. Margaret went on to bury Ida with John just five years later."
4201,71,"Poppet Head: This used to be the site where a replica of a poppet head from the mining days was situated. 
It was used for mining Antimony at the Ringwood Antimony mine. A plaque remains."
4202,70,"Miner's Cottage: A replica of a miner's cottage from the days of Antimony mining stood here but was destroyed by fire. 
What remains is a plaque and board providing information."
4203,37,"Grassy Area: Bring your family, a picnic and some ball games and have fun!"
4204,6,Creek: Storm water runs off from surrounding suburbs into the lake.
4205,5,Flora: The park features an abundance of native trees and shrubs.
4206,54,"Walking/Cycling Tracks: Sealed and unsealed shared walking/cycling tracks with easy grades circle the lake's 1km shoreline in the 8.5 hectare park. 
The tracks have easy grades and are suitable for wheelchairs."
4207,23,Tree Canopy: A continuous tree canopy provides shade over three-quarters of the site (excluding the lake).
4208,0,Bird Watching: There are several spots suitable for bird watching or just sitting down and relaxing.
4209,37,"The Lake: The lake is about 1 hectare in size and has a maximum depth of 4.3 metres. 
It is not suitable for swimming."
4210,13,Cafes & Restaurants: Just across the road you will find places to eat or have a coffee.
4211,44,Views: Enjoy the views of the lake :)
4212,45,Water Refill Sation: Fill up your water bottle here.
4213,4,"Playground: The playground is particularly nice. 
Enjoy flying foxes, monkey bars, a spiral slide, bouncers, rockers, a see-saw and spring-seats among others."
4214,4,"Liberty Swing: It offers people in wheelchairs the opportunity to enjoy the fun and recreation of swinging.
A key is needed to access the Liberty Swing (details in the description of this walk).

"
4215,1,Wooden Sculptures: Find the large wooden sculptures of indigenous fauna made by local artists.
4216,0,"Ducks: You will usually be able to see some ducks and other birds in this area.
You're asked not to feed the ducks for the health of the water."
4217,11,"Barbecues & Picnic Shelters: This is just one of three barbecues available in the park.
They are available free of charge."
4218,11,"Personalised Pavers: At this barbecue you will find pavers decorated by local school children.
Take some time to check out their designs!"
4219,41,Fishing: Try your luck at catching some fish from this platform.
4220,35,Bridge & Pavilion: A walking bridge and pavilion made out of timber are features of the park.
4221,23,Flora & Fauna: Keep an eye out for native flora and fauna.
4222,32,Public Toilets: The toilets for the park are located here.
4223,63,Entrance: This is the entrance and disabled drop-off point. There is some limited side street parking available.
4224,64,Sound Shell: It is used for festivities and concerts over summer.
4225,64,Fern Gully: Stroll along the boardwalk through the fern gully.
4226,15,"Grassy Area: Here you will find another large grassy area, ideal for picnics."
4227,29,"Main Car Park: This is the main car park, just off Mt Dandenong Road (Melways 49 K8)."
4228,26,The creek: A great place to explore on our back door.
4229,78,Walk start: Pathway down to the bridge at the start of the walk
4230,6,Creek view from bridge: View along the creek from the bridge
4231,56,Start of the gravel track: One of only a few small uphill sections on the walk.
4232,34,Wandering through the trees: Wandering through the clusters of trees.
4233,78,Down to the bridge: The short hill down to the pedestrian bridge cna look a lot bigger depending on your point of view.
4234,78,A fine creek view: A fine view of the flora growing in and along the creek from the small pedestrian bridge.
4235,78,The bridge: The new pedestrian bridge that allows us to cross the creek and return along the opposite bank to the starting point of the walk.
4236,0,Common Reed: Look out for the semi-aquatic Common Reed along the creek.  It provides a habitat for certain birds and the leaves were used by aboriginal people to weave baskets.
4237,0,"Cumbungi: Look out for Cumbungi along the creek.  It is a good frog habitat.  Aboriginal people used to harvest the roots which can be cleaned, steamed and roasted."
4238,26,A hidden gem: A view along the east side of the creek.  Feels just like being in the countryside.  A hidden gem.
4239,23,Walking in nature: Trees and abundant vegetation along the eastern slopes next to the creek.
4240,5,"Grand old tree: Remnant Eucalypts form part of the vegetation, giving you an indication of the forest that used to embrace this creek."
4241,76,Walking over water: No need to get your feet wet as you cross the bridges along the trail.
4242,15,Place for a picnic: Take a hamper and enjoy the grasslands alongside the Eel Hole Creek.
4243,1,Painted Poles: See the beautiful images painted by local school children expressing what they learnt on a field trip connecting the sciences to the arts
4244,41,The wetlands: Cast a fishing line or just enjoy the view on the platform built over the water.
4245,54,Walk or ride: Sections of the trail are user-friendly to walkers and bike-riders alike. 
4246,0,Main Lake: This is 'Main Lake' it's fairly large and one of my favourite attraction sites in the sanctuary. You might also spot a duck in there. You might also want to find a small bridge that crosses this lake.
