,topic,document
4177,2,Million view of The St: Sandy Point gife unique view to the real estate as well as Bay
4178,39,Port of from Sandy Point: ' new container terminal is visible with it colour of and from Sandy Point
4179,12,View over : View over with the container terminal on the left and town on the right.
4180,21,Man with Power Station in the background: Revegetated man with Power Station in the background
4181,42,Boat Ramp: Boat Ramp is popular with local boat owner
4182,31,Basll Reserve: Toilet are available at the town Wolf Basll Club pavilion
4183,2,Coastal Trail walking/cycling path: Watch out for bike rider passing Sandy Point. The bike path is very popular on sunny days.
4184,35,The Spit is popular with fishermen: The Spit is popular with fisherman
4185,73,Remain of Great Extended Hustler' Reef Goldmine - machinery foundations.: The mine opened in and closed in . It wa a kilometre p and extended out up to km be . The remain are the foundation for large mine machinery.
4186,10,Memorial to the man killed on nd May .: In May the Friend of Hustler Reef dcated thi memorial to the man who died in . In May the commemorated the centenary of the disaster with a community history open day.
4187,45,"Box Iron Bark Living Memorial Revegetation.: The Friend of Hustler' Reserve have worked hard to clear invasive weeds, re-vegetate with local genou plant and reinforce eroded path re-using existing material from the site."
4188,73,"Remain of Great Extended Hustler' Reef Gold Mine.: It' undergone a significant clean up since thi photo wa taken in & is considerably les spooky. Remain of foundation for boilers, compressor and sidewinder litter the landscape."
4189,33,Gentle rise: is spotted with mul hill covered in scrub. In late winter they are often ablaze in wattle gold & are alway filled with native birds. The Bird Guide is linked below.
4190,10,Memorial to Gold Widows.: Situated at the Eastern end of the Reserve is another memorial - thi one for the ’ of widow who lost their husband through mining accident or miner phthisi (silicosis).
4191,57,Boundry Arm Hotel.: Not only do thi pub have cold beer and a good feed but there is also a huge range of classic old photo of ' mining heyday available for close inspection.
4192,2,"Beautiful H and Incrble Views.: Extend ymy walk out of the Reserve to follow the curve of St, and see beautiful old home and clear view of . If you're able, head into town to climb the Poppet Head in Park."
4193,20,Paper Plane Crash Site.: Sne crashed a huge iron paper plane into their front yard! The sculpture is a local novelty. No photo out of interest for the hwner' prus but I do recommend a look - kid will love it!
4194,10,Remember - Frederick Jame Chinn.: Born in in he wa the eighth child of Annie Yate and Jame Chinn. Frederick wa rs old and unmarried. He wa buried at Kan Flat Cemetery and hi headstone can still be viewed.
4195,10,Remember - William Ryan.: Also and unmarried he left behind hi parent John and Jessie.
4196,10,Remember - William Blair.: The oldest of those killed in the blast. Born in he wa forty rs old when the explosion widowed hi wife Catherine and three children.
4197,10,"Remember - Matthew George Forster.: At Matthew left behind hi wife Maud with two children. Although she remarried two rs later and moved to Collingwood, she eventually returned to to be buried with Matthew."
4198,10,Remember - John Thomas.: At wa rs er than hi father John when he wa also killed in an explosion at Hustler's. wa & had siblings.Hi wife Ethel wa left with child when he died.
4199,10,Remember - .: wa and the est of those killed. He wa buried with hi older brother Murdock who had been killed nine rs earlier aged just at the United Mine.
4200,10,"Remember - John Henry .: The explosion left r old John' wife widowed with two child and after hi death, she delivered their daughter Ida. Margaret went on to bury Ida with John just five rs later."
4201,29,Poppet Head: Thi used to be the site where a replica of a poppet head from the mining day wa situated. It wa used for mining Antimony at the Antimony mine. A plaque remains.
4202,29,Miner' Cottage: A replica of a miner' cottage from the day of Antimony mining stood here but wa destroyed by fire. What remain is a plaque and board providing information.
4203,15,"Area: Bring ymy family, a picnic and some ball game and have fun!"
4204,23,Creek: Storm water run off from surrounding suburb into the lake.
4205,5,Flora: The park feature an abundance of native tree and shrubs.
4206,0,Walking/Cycling Tracks: Sealed and unsealed shared walking/cycling track with easy grade circle the lake' km shoreline in the . hectare park. The track have easy grade and are suitable for wheelchairs.
4207,43,Tree Canopy: A continuou tree canopy provide shade over three-quarter of the site (excluding the lake).
4208,1,Bird Watching: There are several spot suitable for bird watching or just sitting down and relaxing.
4209,9,The Lake: The lake is about hectare in size and ha a maximum depth of . metres. It is not suitable for swimming.
4210,3,Cafe & Restaurants: Just acros the road you will find place to eat or have a coffee.
4211,9,Views: Enjoy the view of the lake :)
4212,37,Water Refill Sation: Fill up ymy water bottle here.
4213,6,"Playground: The playground is particularly nice. Enjoy flying es, monkey bars, a sl slide, bouncers, rockers, a see-saw and spring-seat among others."
4214,6,Liberty Swing: It offer person in wheelchair the opportunity to enjoy the fun and recreation of swinging. A key is needed to acces the Liberty Swing (detail in the description of thi walk).
4215,20,Wooden Sculptures: Find the large wooden sculpture of genou fauna made by local artists.
4216,1,Ducks: You will usually be able to see some duck and other bird in thi area. You're asked not to feed the duck for the health of the water.
4217,49,Barbe & Picnic Shelters: Thi is just one of three barbe available in the park. They are available free of charge.
4218,45,Personalised Pavers: At thi barbe you will find paver decorated by local school children. Take some time to check out their designs!
4219,35,Fishing: Try ymy luck at catching some fish from thi platform.
4220,4,Bridge & Pavilion: A walking bridge and pavilion made out of timber are feature of the park.
4221,5,Flora & Fauna: Keep an eye out for native flora and fauna.
4222,31,Public Toilets: The toilet for the park are located here.
4223,21,Entrance: Thi is and disabled drop-off point. There is some limited side street parking available.
4224,72,Sound Shell: It is used for festivity and concert over summer.
4225,27,: Stroll along the boardwalk through the .
4226,16,"Area: Here you will find another large area, ideal for picnics."
4227,21,"Main Car Park: Thi is the main car park, just off Mt Road (Melway K)."
4228,23,The creek: A great place to explore on my back door.
4229,4,Walk start: Pathway down to the bridge at the start of the walk
4230,4,Creek view from bridge: View along the creek from the bridge
4231,0,Start of the gravel track: One of only a few small uphill section on the walk.
4232,5,through the trees: through the cluster of trees.
4233,4,Down to the bridge: The hill down to the pedestrian bridge cna look a lot bigger depending on ymy point of view.
4234,43,A fine : A fine view of the flora growing in and along the creek from the small pedestrian bridge.
4235,4,The bridge: The new pedestrian bridge that allows u to cros the creek and return along the opposite bank to the starting point of the walk.
4236,14,Common Reed: Look out for the semi-aquatic Common Reed along the creek. It provide a habitat for certain bird and the leaf were used by aboriginal person to weave baskets.
4237,14,"Cumbungi: Look out for Cumbungi along the creek. It is a good frog habitat. Aboriginal person used to harvest the root which can be cleaned, steamed and roasted."
4238,23,A hidden gem: A view along the of the creek. Feel just like being in the countryside. A hidden gem.
4239,43,Walking in nature: Tree and abundant vegetation along the eastern slope next to the creek.
4240,5,"G old tree: Remnant Eucalypt form part of the vegetation, giving you an cation of the that used to embrace thi creek."
4241,27,Walking over water: No need to get ymy foot wet as you cros the along the trail.
4242,16,Place for a picnic: Take a hamper and enjoy the grassland alongside the Eel Hole Creek.
